generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,tokens_cached,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,app_name,api_key_name,run2_status
gen-1773153858-UzKlQNyrXHgl2z6pFGSj,3/10/2026 14:44,0.000847,,,0,0,425,220,167,0,deepseek/deepseek-r1,Novita,standard,FALSE,TRUE,,stop,stop,6711,981,Github,mud_parser_3,discard
gen-1773153857-JA9uSNvKrslmexQ2QSrI,3/10/2026 14:44,0.000088,,,,0,102,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google,standard,FALSE,TRUE,,STOP,stop,1009,830,Github,mud_parser_3_classifier,classifier
gen-1773153857-dO6RYsTWEIpu7u7mYrT4,3/10/2026 14:44,0.002087,,,,0,537,82,62,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,3820,3736,Github,mud_parser_2,run2_keep
gen-1773153855-ALV6CNb8TWcjYVkoayTy,3/10/2026 14:44,0.000557,,,0,0,557,62,0,0,qwen/qwen3.5-397b-a17b-20260216,Novita,standard,FALSE,TRUE,,stop,stop,2327,1134,Github,mud_parser_3,run2_keep
gen-1773153855-5fZi9G2l2phJHsQLa7Rd,3/10/2026 14:44,0.000088,,,,0,100,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,691,641,Github,mud_parser_3_classifier,classifier
gen-1773153854-DuNJoGcPpHZdqeGkupMu,3/10/2026 14:44,0.000591,,,0,0,868,105,0,96,mistralai/mistral-large-2512,Mistral,standard,FALSE,TRUE,,stop,stop,2777,460,Github,mud_parser_3,run2_keep
gen-1773153853-iY2wiF5p6MVwM6aougMs,3/10/2026 14:44,0.00009,,,,0,109,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,753,689,Github,mud_parser_3_classifier,classifier
gen-1773153853-9cMaB1P2yuduUIMu6w3Z,3/10/2026 14:44,0.002126,,,,0,575,80,58,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,3842,3761,Github,mud_parser_2,run2_keep
gen-1773153852-0kwjtboL0QDGgktFYMdd,3/10/2026 14:44,0.000509,,,0,0,558,58,0,0,qwen/qwen3.5-397b-a17b-20260216,AtlasCloud,standard,FALSE,TRUE,,stop,stop,2510,1328,Github,mud_parser_3,run2_keep
gen-1773153851-bmeR7I2PzaThvUoJRwaP,3/10/2026 14:44,0.000087,,,,0,97,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,1014,964,Github,mud_parser_3_classifier,classifier
gen-1773153850-oxqxnM1Nv2pTTSO6ONne,3/10/2026 14:44,0.000603,,,0,0,910,99,0,96,mistralai/mistral-large-2512,Mistral,standard,FALSE,TRUE,,stop,stop,2941,464,Github,mud_parser_3,run2_keep
gen-1773153850-u5rbubUhQJTqb0JfQQ71,3/10/2026 14:44,0.002096,,,,0,574,78,56,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,2937,2849,Github,mud_parser_2,run2_keep
gen-1773153849-GflwDOpOiY9Uc6IS86oz,3/10/2026 14:44,0.000086,,,,0,94,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google,standard,FALSE,TRUE,,STOP,stop,794,695,Github,mud_parser_3_classifier,classifier
gen-1773153848-o6u0WZ13DQuvu2x3JZPK,3/10/2026 14:44,0.000505,,,0,0,513,55,0,0,qwen/qwen3.5-397b-a17b-20260216,Together,standard,FALSE,TRUE,,stop,stop,2474,423,Github,mud_parser_3,run2_keep
gen-1773153846-wyOwFCknH7DE1jmB2V3C,3/10/2026 14:44,0.000453,,,0,0,534,37,0,0,qwen/qwen3.5-397b-a17b-20260216,Novita,standard,FALSE,TRUE,,stop,stop,1855,1138,Github,mud_parser_3,run2_keep
gen-1773153846-Fgy755qFQFh29zALXwYO,3/10/2026 14:44,0.000601,,,0,0,936,89,0,96,mistralai/mistral-large-2512,Mistral,standard,FALSE,TRUE,,stop,stop,3083,786,Github,mud_parser_3,run2_keep
gen-1773153845-J48p6A8hPzVuRwubnlpa,3/10/2026 14:44,0.000088,,,,0,102,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google,standard,FALSE,TRUE,,STOP,stop,688,576,Github,mud_parser_3_classifier,classifier
gen-1773153845-dKzAr8PBBL0mnzdBdelu,3/10/2026 14:44,0.000436,,,0,0,547,30,0,0,qwen/qwen3.5-397b-a17b-20260216,Together,standard,FALSE,TRUE,,stop,stop,1299,592,Github,mud_parser_3,run2_keep
gen-1773153844-6JhEQbGo1BA1RoyJVgTw,3/10/2026 14:44,0.000087,,,,0,97,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google,standard,FALSE,TRUE,,STOP,stop,743,689,Github,mud_parser_3_classifier,classifier
gen-1773153842-WEkfmvRUjZ57RqQaVdO9,3/10/2026 14:44,0.000296,,,0,0,495,44,0,0,qwen/qwen3.5-397b-a17b-20260216,Alibaba,standard,FALSE,TRUE,,stop,stop,1673,988,Github,mud_parser_3,run2_keep
gen-1773153842-hAj5RLo0xetkKn4fi2y4,3/10/2026 14:44,0.000652,,,0,0,921,128,0,96,mistralai/mistral-large-2512,Mistral,standard,FALSE,TRUE,,stop,stop,2999,495,Github,mud_parser_3,run2_keep
gen-1773153841-BzAkCFmrorsVpaVqEUuX,3/10/2026 14:44,0.000597,,,0,0,1029,55,0,96,mistralai/mistral-large-2512,Mistral,standard,FALSE,TRUE,,stop,stop,1391,533,Github,mud_parser_3,run2_keep
gen-1773153840-46SH39kLP3s2WlA1I1FN,3/10/2026 14:44,0.000418,,,0,0,476,37,0,0,qwen/qwen3.5-397b-a17b-20260216,Together,standard,FALSE,TRUE,,stop,stop,1946,462,Github,mud_parser_3,run2_keep
gen-1773153840-qk3DH63NlKWR25dcEx6P,3/10/2026 14:44,0.000088,,,,0,103,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,511,434,Github,mud_parser_3_classifier,classifier
gen-1773153958-j66hdxKk6itbqRMJmDut,3/10/2026 14:45,0.000091,,,,0,115,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,648,561,Github,mud_parser_3_classifier,classifier
gen-1773153958-UOscZChnp0iJpDkaNlUG,3/10/2026 14:45,0.003613,,,,0,489,197,84,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,3640,2060,Github,mud_parser_2,run2_keep
gen-1773153957-RYDsQlcoIY8OZ5XvweQ3,3/10/2026 14:45,0.003649,,,0,0,478,1326,1291,0,deepseek/deepseek-r1,Novita,standard,FALSE,TRUE,,stop,stop,36734,1054,Github,mud_parser_3,discard
gen-1773153957-qQuC4zMMPkVIAOC4IvEv,3/10/2026 14:45,0.000093,,,,0,123,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,2612,2515,Github,mud_parser_3_classifier,classifier
gen-1773153957-BLtkdez3fCbvLzr7swvE,3/10/2026 14:45,0.000395,,,0,0,619,57,0,96,mistralai/mistral-large-2512,Mistral,standard,FALSE,TRUE,,stop,stop,1538,559,Github,mud_parser_3,run2_keep
gen-1773153957-1L8KwWipQTvcqFb8pdXA,3/10/2026 14:45,0.000088,,,,0,100,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,698,648,Github,mud_parser_3_classifier,classifier
gen-1773153956-vcw6Ad7mTnmfiGME5veh,3/10/2026 14:45,0.000401,,,0,0,661,47,0,96,mistralai/mistral-large-2512,Mistral,standard,FALSE,TRUE,,stop,stop,1099,456,Github,mud_parser_3,run2_keep
gen-1773153955-TiGPrya11IATasAsk2cZ,3/10/2026 14:45,0.002245,,,,0,515,96,58,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,2957,2856,Github,mud_parser_2,run2_keep
gen-1773153954-79R8PgxoRUnzpMX28hwq,3/10/2026 14:45,0.00009,,,,0,108,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google,standard,FALSE,TRUE,,STOP,stop,981,864,Github,mud_parser_3_classifier,classifier
gen-1773153954-YtOsiwpONDLia0A2pz4g,3/10/2026 14:45,0.000657,,,0,0,561,89,0,0,qwen/qwen3.5-397b-a17b-20260216,Together,standard,FALSE,TRUE,,stop,stop,2988,308,Github,mud_parser_3,run2_keep
gen-1773153953-nBkfRPpukAqQq2vQQ3IY,3/10/2026 14:45,0.000384,,,0,0,609,53,0,0,mistralai/mistral-large-2512,Mistral,standard,FALSE,TRUE,,stop,stop,1424,510,Github,mud_parser_3,run2_keep
gen-1773153952-l39ki9wAIJpQlRAPNB2x,3/10/2026 14:45,0.000092,,,,0,116,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google,standard,FALSE,TRUE,,STOP,stop,568,448,Github,mud_parser_3_classifier,classifier
gen-1773153952-PvSsIwxaWzjzgBodMXq5,3/10/2026 14:45,0.000453,,,0,0,557,42,0,0,qwen/qwen3.5-397b-a17b-20260216,AtlasCloud,standard,FALSE,TRUE,,stop,stop,1755,1046,Github,mud_parser_3,run2_keep
gen-1773153952-ZkkJJ778D4gVZZeuN4wy,3/10/2026 14:45,0.00196,,,,0,528,74,52,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,2915,2853,Github,mud_parser_2,run2_keep
gen-1773153951-cwJb5Y3q7bQSNwmaIbOj,3/10/2026 14:45,0.00009,,,,0,109,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,944,820,Github,mud_parser_3_classifier,classifier
gen-1773153950-s1P6QWXEqWlUVBjA5NeT,3/10/2026 14:45,0.000392,,,0,0,596,63,0,80,mistralai/mistral-large-2512,Mistral,standard,FALSE,TRUE,,stop,stop,2334,636,Github,mud_parser_3,run2_keep
gen-1773153949-GFt4oWy3bs1IgkMYKiai,3/10/2026 14:45,0.00033,,,0,0,580,27,0,96,mistralai/mistral-large-2512,Mistral,standard,FALSE,TRUE,,stop,stop,757,425,Github,mud_parser_3,run2_keep
gen-1773153949-bHm5J9QfL2Vj6BlSn3Ig,3/10/2026 14:45,0.002807,,,,0,532,134,108,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,2723,2681,Github,mud_parser_2,run2_keep
gen-1773153948-l7czbntr2YT7JqZhXLtV,3/10/2026 14:45,0.000394,,,0,0,532,80,0,0,qwen/qwen3.5-397b-a17b-20260216,Alibaba,standard,FALSE,TRUE,,stop,stop,2458,1140,Github,mud_parser_3,run2_keep
gen-1773153947-oAzYgmoGeGMExKoa34uE,3/10/2026 14:45,0.000357,,,0,0,585,43,0,96,mistralai/mistral-large-2512,Mistral,standard,FALSE,TRUE,,stop,stop,1490,590,Github,mud_parser_3,run2_keep
gen-1773153947-u597vUmxQHLhHVesIvHj,3/10/2026 14:45,0.000441,,,0,0,567,28,0,0,qwen/qwen3.5-397b-a17b-20260216,Together,standard,FALSE,TRUE,,stop,stop,1049,369,Github,mud_parser_3,run2_keep
gen-1773153946-LL6yuGIyyF0g6euhsi8b,3/10/2026 14:45,0.000334,,,0,0,588,27,0,96,mistralai/mistral-large-2512,Mistral,standard,FALSE,TRUE,,stop,stop,894,550,Github,mud_parser_3,run2_keep
gen-1773153945-P9PorDAbIGSR4hnqtsWW,3/10/2026 14:45,0.000088,,,,0,109,41,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,750,612,Github,mud_parser_3_classifier,classifier
gen-1773153945-s45KANCwGe6tlxFuc2YU,3/10/2026 14:45,0.000398,,,0,0,515,33,0,0,qwen/qwen3.5-397b-a17b-20260216,AtlasCloud,standard,FALSE,TRUE,,stop,stop,2010,1435,Github,mud_parser_3,run2_keep
gen-1773153945-yjx8LOqkJcX4uqVjkFL3,3/10/2026 14:45,0.001227,,,0,0,450,365,320,64,deepseek/deepseek-r1,Novita,standard,FALSE,TRUE,,stop,stop,11427,1080,Github,mud_parser_3,discard
gen-1773153945-9HFkWxTx0lTp3LqxZZGH,3/10/2026 14:45,0.002453,,,,0,586,102,82,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,3889,3816,Github,mud_parser_2,run2_keep
gen-1773153944-xw1IeuWwBDlFtEvxe7b1,3/10/2026 14:45,0.000364,,,0,0,570,53,0,96,mistralai/mistral-large-2512,Mistral,standard,FALSE,TRUE,,stop,stop,1249,446,Github,mud_parser_3,run2_keep
gen-1773153943-fOi6nSRj5nbaM7t5kqC0,3/10/2026 14:45,0.00045,,,0,0,552,33,0,0,qwen/qwen3.5-397b-a17b-20260216,Novita,standard,FALSE,TRUE,,stop,stop,1556,1045,Github,mud_parser_3,run2_keep
gen-1773153943-Fxl2t5WosMQG0aPdV3XO,3/10/2026 14:45,0.000355,,,0,0,570,47,0,96,mistralai/mistral-large-2512,Mistral,standard,FALSE,TRUE,,stop,stop,1124,475,Github,mud_parser_3,run2_keep
gen-1773153942-9NR4IDGMCFaZwiNcFjmZ,3/10/2026 14:45,0.000441,,,0,0,556,30,0,0,qwen/qwen3.5-397b-a17b-20260216,Parasail,standard,FALSE,TRUE,,stop,stop,1109,377,Github,mud_parser_3,run2_keep
gen-1773153942-QA6o54cn82pg0S931vw1,3/10/2026 14:45,0.000088,,,,0,102,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,850,765,Github,mud_parser_3_classifier,classifier
gen-1773153941-2m4XSxZVWj8EJM2ChOfr,3/10/2026 14:45,0.002336,,,,0,599,92,69,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,3513,3456,Github,mud_parser_2,run2_keep
gen-1773153940-V2ppYuUYT3zUEfKtqYZr,3/10/2026 14:45,0.000381,,,0,0,555,69,0,96,mistralai/mistral-large-2512,Mistral,standard,FALSE,TRUE,,stop,stop,1525,434,Github,mud_parser_3,run2_keep
gen-1773153939-6gRlztk02UDTEgxE8yuw,3/10/2026 14:45,0.000312,,,0,0,586,36,0,0,qwen/qwen3.5-397b-a17b-20260216,Alibaba,standard,FALSE,TRUE,,stop,stop,2616,1974,Github,mud_parser_3,run2_keep
gen-1773153939-EkRuMbnRzJNG6XkqJrSP,3/10/2026 14:45,0.000325,,,0,0,519,44,0,0,mistralai/mistral-large-2512,Mistral,standard,FALSE,TRUE,,stop,stop,1121,488,Github,mud_parser_3,run2_keep
gen-1773153938-nulzJMlB9qoJcMVeW5zo,3/10/2026 14:45,0.00035,,,0,0,560,47,0,96,mistralai/mistral-large-2512,Mistral,standard,FALSE,TRUE,,stop,stop,1002,432,Github,mud_parser_3,run2_keep
gen-1773153938-4t6jj62fhesPSEcbyCRQ,3/10/2026 14:45,0.000457,,,0,0,559,34,0,0,qwen/qwen3.5-397b-a17b-20260216,Novita,standard,FALSE,TRUE,,stop,stop,1838,1157,Github,mud_parser_3,run2_keep
gen-1773153937-tcoZXObbpdpSxOtZhg4h,3/10/2026 14:45,0.00031,,,0,0,543,26,0,80,mistralai/mistral-large-2512,Mistral,standard,FALSE,TRUE,,stop,stop,765,407,Github,mud_parser_3,run2_keep
gen-1773153936-UbeX81xzxrLKGgske8Dc,3/10/2026 14:45,0.000281,,,0,0,531,32,0,0,qwen/qwen3.5-397b-a17b-20260216,Alibaba,standard,FALSE,TRUE,,stop,stop,1567,976,Github,mud_parser_3,run2_keep
gen-1773153935-2kWrK9DZb85FgrBbghim,3/10/2026 14:45,0.000089,,,,0,105,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google,standard,FALSE,TRUE,,STOP,stop,1136,1003,Github,mud_parser_3_classifier,classifier
gen-1773153934-NiTokFyIpCY9YFiT8VPj,3/10/2026 14:45,0.000355,,,0,0,515,65,0,96,mistralai/mistral-large-2512,Mistral,standard,FALSE,TRUE,,stop,stop,1215,418,Github,mud_parser_3,run2_keep
gen-1773153933-4BvJ9SS6Q59voorbBUmG,3/10/2026 14:45,0.000331,,,0,0,604,41,0,0,qwen/qwen3.5-397b-a17b-20260216,Alibaba,standard,FALSE,TRUE,,stop,stop,2259,1628,Github,mud_parser_3,run2_keep
gen-1773153933-dLhjkhcyFtVkCnCz7zMJ,3/10/2026 14:45,0.004798,,,,0,646,262,216,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,8008,7881,Github,mud_parser_2,run2_keep
gen-1773153932-XAJMX2DY7Bf1Cn9rtzKE,3/10/2026 14:45,0.000353,,,0,0,550,52,0,96,mistralai/mistral-large-2512,Mistral,standard,FALSE,TRUE,,stop,stop,977,533,Github,mud_parser_3,run2_keep
gen-1773153932-EFuW5JWC9nON11D0bbUa,3/10/2026 14:45,0.000086,,,,0,94,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,765,685,Github,mud_parser_2_classifier,classifier
gen-1773153931-65ubMdDN833xTJwK3cPD,3/10/2026 14:45,0.000088,,,,0,100,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,717,563,Github,mud_parser_3_classifier,classifier
gen-1773153931-JVef8Lzh8WQJDnuXp4aM,3/10/2026 14:45,0.00032,,,0,0,624,33,0,0,qwen/qwen3.5-397b-a17b-20260216,Alibaba,standard,FALSE,TRUE,,stop,stop,2174,1415,Github,mud_parser_3,run2_keep
gen-1773153930-xuv8D1iDhRvLjkiaF4xL,3/10/2026 14:45,0.00035,,,0,0,515,62,0,96,mistralai/mistral-large-2512,Mistral,standard,FALSE,TRUE,,stop,stop,1414,415,Github,mud_parser_3,run2_keep
gen-1773153929-fb7rhAHEWRMMmGFBeJgd,3/10/2026 14:45,0.00053,,,0,0,692,32,0,0,qwen/qwen3.5-397b-a17b-20260216,Together,standard,FALSE,TRUE,,stop,stop,1774,495,Github,mud_parser_3,run2_keep
gen-1773153928-fnwrs1FUYTDFwkx0nA2s,3/10/2026 14:45,0.000314,,,0,0,497,44,0,0,mistralai/mistral-large-2512,Mistral,standard,FALSE,TRUE,,stop,stop,1099,459,Github,mud_parser_3,run2_keep
gen-1773153927-tI61snRe8u6hswUKOiPL,3/10/2026 14:45,0.000279,,,0,0,433,42,0,80,mistralai/mistral-large-2512,Mistral,standard,FALSE,TRUE,,stop,stop,1080,418,Github,mud_parser_3,run2_keep
gen-1773153927-ARHxRHZMdfjhtee8X1ZL,3/10/2026 14:45,0.00055,,,0,0,714,34,0,0,qwen/qwen3.5-397b-a17b-20260216,Novita,standard,FALSE,TRUE,,stop,stop,1982,1323,Github,mud_parser_3,run2_keep
gen-1773153927-VkkGDKelDphQAgX82E9n,3/10/2026 14:45,0.004452,,,,0,576,246,163,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,4686,3614,Github,mud_parser_2,run2_keep
gen-1773153926-2tZS7adtHmjccYj1AbfI,3/10/2026 14:45,0.000254,,,0,0,388,40,0,96,mistralai/mistral-large-2512,Mistral,standard,FALSE,TRUE,,stop,stop,1050,446,Github,mud_parser_3,run2_keep
gen-1773153925-H5hZzMrzdTg4pynpmmD7,3/10/2026 14:45,0.000569,,,0,0,755,44,0,0,qwen/qwen3.5-397b-a17b-20260216,AtlasCloud,standard,FALSE,TRUE,,stop,stop,1818,1077,Github,mud_parser_3,run2_keep
gen-1773153925-mMZJetK4aS8BnthYQQOA,3/10/2026 14:45,0.000267,,,0,0,369,55,0,96,mistralai/mistral-large-2512,Mistral,standard,FALSE,TRUE,,stop,stop,1269,380,Github,mud_parser_3,run2_keep
gen-1773153924-gkqjUZ8TAxP2WNFnWqKA,3/10/2026 14:45,0.000221,,,0,0,308,45,0,80,mistralai/mistral-large-2512,Mistral,standard,FALSE,TRUE,,stop,stop,999,358,Github,mud_parser_3,run2_keep
gen-1773153924-Izx4JBVdCOJLGHAnMcNx,3/10/2026 14:45,0.002838,,,,0,566,132,66,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,3263,3056,Github,mud_parser_2,run2_keep
gen-1773153923-KO6KN5sZlBYv7KvIt0h9,3/10/2026 14:45,0.000574,,,0,0,765,44,0,0,qwen/qwen3.5-397b-a17b-20260216,AtlasCloud,standard,FALSE,TRUE,,stop,stop,2501,1592,Github,mud_parser_3,run2_keep
gen-1773153922-Ry6Is4qbNtoeYWpK8Kay,3/10/2026 14:45,0.000089,,,,0,107,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,628,488,Github,mud_parser_3_classifier,classifier
gen-1773153919-AW72AWDS9jjnB9UdH0LF,3/10/2026 14:45,0.000194,,,0,0,278,37,0,80,mistralai/mistral-large-2512,Mistral,standard,FALSE,TRUE,,stop,stop,4186,370,Github,mud_parser_3,run2_keep
gen-1773153919-OJMW6yQgEghAXv1TlrHy,3/10/2026 14:45,0.000763,,,0,0,756,86,0,0,qwen/qwen3.5-397b-a17b-20260216,Novita,standard,FALSE,TRUE,,stop,stop,2539,875,Github,mud_parser_3,run2_keep
gen-1773153918-puO0F8LrsfrP2ETYLevc,3/10/2026 14:45,0.000087,,,,0,97,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,826,816,Github,mud_parser_3_classifier,classifier
gen-1773153918-9qye0NVW4fBIcrAYCYWZ,3/10/2026 14:45,0.000511,,,0,0,860,54,0,96,mistralai/mistral-large-2512,Mistral,standard,FALSE,TRUE,,stop,stop,1387,503,Github,mud_parser_3,run2_keep
gen-1773153917-muW9kBFzZ7xxin9WBsmV,3/10/2026 14:45,0.000088,,,,0,102,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google,standard,FALSE,TRUE,,STOP,stop,606,483,Github,mud_parser_3_classifier,classifier
gen-1773153916-ivihQpPBc3JFiev5BX3v,3/10/2026 14:45,0.000438,,,0,0,728,66,0,0,qwen/qwen3.5-397b-a17b-20260216,Alibaba,standard,FALSE,TRUE,,stop,stop,2265,1125,Github,mud_parser_3,run2_keep
gen-1773153915-Hhmr8PqeFOTmRPagYtaN,3/10/2026 14:45,0.000088,,,,0,103,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google,standard,FALSE,TRUE,,STOP,stop,1055,836,Github,mud_parser_3_classifier,classifier
gen-1773153913-3aC7rCD7BGxsRFoaUagQ,3/10/2026 14:45,0.000592,,,0,0,831,118,0,96,mistralai/mistral-large-2512,Mistral,standard,FALSE,TRUE,,stop,stop,4277,585,Github,mud_parser_3,run2_keep
gen-1773153913-JETLJE5wtSKTElNEnzp1,3/10/2026 14:45,0.003454,,,0,0,435,1260,1210,64,deepseek/deepseek-r1,Novita,standard,FALSE,TRUE,,stop,stop,32369,1026,Github,mud_parser_3,discard
gen-1773153912-4bX1k47tRW9wCbNRnT6i,3/10/2026 14:45,0.00063,,,0,0,656,77,0,0,qwen/qwen3.5-397b-a17b-20260216,AtlasCloud,standard,FALSE,TRUE,,stop,stop,2807,1319,Github,mud_parser_3,run2_keep
gen-1773153911-B6K5uBTzFDZPA80pyo43,3/10/2026 14:45,0.000091,,,,0,115,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google,standard,FALSE,TRUE,,STOP,stop,1379,1227,Github,mud_parser_3_classifier,classifier
gen-1773153911-i5tt18hXP5jqwFt03UNZ,3/10/2026 14:45,0.000087,,,,0,96,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google,standard,FALSE,TRUE,,STOP,stop,695,612,Github,mud_parser_3_classifier,classifier
gen-1773153910-GACQjbjlAs9XZCcyxxQW,3/10/2026 14:45,0.007619,,,,0,610,468,446,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,13203,13142,Github,mud_parser_2,run2_keep
gen-1773153909-CMqSySgLLDMdJnNBjnaU,3/10/2026 14:45,0.000087,,,,0,99,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google,standard,FALSE,TRUE,,STOP,stop,962,791,Github,mud_parser_2_classifier,classifier
gen-1773153909-lMIUVJm9ZJyimiR8l9PL,3/10/2026 14:45,0.000369,,,0,0,641,51,0,0,qwen/qwen3.5-397b-a17b-20260216,Alibaba,standard,FALSE,TRUE,,stop,stop,2067,1175,Github,mud_parser_3,run2_keep
gen-1773153908-4L0K19NdUaLhXXtbbUEI,3/10/2026 14:45,0.000088,,,,0,101,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google,standard,FALSE,TRUE,,STOP,stop,775,646,Github,mud_parser_3_classifier,classifier
gen-1773153908-ijTJg6Vuppo0TUQCUf2k,3/10/2026 14:45,0.00061,,,0,0,825,132,0,96,mistralai/mistral-large-2512,Mistral,standard,FALSE,TRUE,,stop,stop,3272,492,Github,mud_parser_3,run2_keep
gen-1773153907-a34qnLskUNR7fPHR4yBE,3/10/2026 14:45,0.000087,,,,0,110,40,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,824,718,Github,mud_parser_3_classifier,classifier
gen-1773153905-1mw0PrMtDz76GHZhJwRE,3/10/2026 14:45,0.000606,,,0,0,625,75,0,0,qwen/qwen3.5-397b-a17b-20260216,AtlasCloud,standard,FALSE,TRUE,,stop,stop,2753,1414,Github,mud_parser_3,run2_keep
gen-1773153904-2ZKPr4eaw5iiTSck8Knz,3/10/2026 14:45,0.000607,,,0,0,827,129,0,96,mistralai/mistral-large-2512,Mistral,standard,FALSE,TRUE,,stop,stop,2828,466,Github,mud_parser_3,run2_keep
gen-1773153903-KUBfJxcIhtwfGFyp9ls6,3/10/2026 14:45,0.000333,,,0,0,638,36,0,0,qwen/qwen3.5-397b-a17b-20260216,Alibaba,standard,FALSE,TRUE,,stop,stop,1890,1370,Github,mud_parser_3,run2_keep
gen-1773153903-34xQYrnIYBZarL0VC31k,3/10/2026 14:45,0.00009,,,,0,108,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,1028,916,Github,mud_parser_3_classifier,classifier
gen-1773153903-QTXMWs3NCexiJeiqidZY,3/10/2026 14:45,0.00287,,,,0,528,139,47,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,6522,4834,Github,mud_parser_2,run2_keep
gen-1773153902-Z6B1uEvPCmrJqHzNXuaS,3/10/2026 14:45,0.00009,,,,0,110,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,923,857,Github,mud_parser_3_classifier,classifier
gen-1773153900-9jp5Uvuf5JoatlPBaYCV,3/10/2026 14:45,0.000581,,,0,0,824,113,0,96,mistralai/mistral-large-2512,Mistral,standard,FALSE,TRUE,,stop,stop,2572,537,Github,mud_parser_3,run2_keep
gen-1773153899-snoP9HuyARsSC0da5AGE,3/10/2026 14:45,0.000088,,,,0,102,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,783,720,Github,mud_parser_3_classifier,classifier
gen-1773154018-u7AyHkZwPaPVHaKo0kPn,3/10/2026 14:46,0.000371,,,0,0,541,67,0,80,mistralai/mistral-large-2512,Mistral,standard,FALSE,TRUE,,stop,stop,1533,376,Github,mud_parser_3,run2_keep
